etf_code,moneyness_label,target_moneyness,coverage,strategy_name,available_periods,selected_periods,warnings
588000,OTM2,0.02,0.5,588000_DTE30_OTM2_Q50_MonthlyHold,35,35,
588000,OTM2,0.02,0.6,588000_DTE30_OTM2_Q60_MonthlyHold,35,35,
588000,OTM2,0.02,0.7,588000_DTE30_OTM2_Q70_MonthlyHold,35,35,
588000,OTM2,0.02,0.8,588000_DTE30_OTM2_Q80_MonthlyHold,35,35,
588000,OTM2,0.02,0.9,588000_DTE30_OTM2_Q90_MonthlyHold,35,35,
588000,OTM2,0.02,1.0,588000_DTE30_OTM2_Q100_MonthlyHold,35,35,
588000,OTM3,0.03,0.1,588000_DTE30_OTM3_Q10_MonthlyHold,35,35,
588000,OTM3,0.03,0.2,588000_DTE30_OTM3_Q20_MonthlyHold,35,35,
588000,OTM3,0.03,0.3,588000_DTE30_OTM3_Q30_MonthlyHold,35,35,
588000,OTM3,0.03,0.4,588000_DTE30_OTM3_Q40_MonthlyHold,35,35,
588000,OTM3,0.03,0.5,588000_DTE30_OTM3_Q50_MonthlyHold,35,35,
588000,OTM3,0.03,0.6,588000_DTE30_OTM3_Q60_MonthlyHold,35,35,
588000,OTM3,0.03,0.7,588000_DTE30_OTM3_Q70_MonthlyHold,35,35,
588000,OTM3,0.03,0.8,588000_DTE30_OTM3_Q80_MonthlyHold,35,35,
588000,OTM3,0.03,0.9,588000_DTE30_OTM3_Q90_MonthlyHold,35,35,
588000,OTM3,0.03,1.0,588000_DTE30_OTM3_Q100_MonthlyHold,35,35,
588000,OTM4,0.04,0.1,588000_DTE30_OTM4_Q10_MonthlyHold,35,35,
588000,OTM4,0.04,0.2,588000_DTE30_OTM4_Q20_MonthlyHold,35,35,
588000,OTM4,0.04,0.3,588000_DTE30_OTM4_Q30_MonthlyHold,35,35,
588000,OTM4,0.04,0.4,588000_DTE30_OTM4_Q40_MonthlyHold,35,35,
588000,OTM4,0.04,0.5,588000_DTE30_OTM4_Q50_MonthlyHold,35,35,
588000,OTM4,0.04,0.6,588000_DTE30_OTM4_Q60_MonthlyHold,35,35,
588000,OTM4,0.04,0.7,588000_DTE30_OTM4_Q70_MonthlyHold,35,35,
588000,OTM4,0.04,0.8,588000_DTE30_OTM4_Q80_MonthlyHold,35,35,
588000,OTM4,0.04,0.9,588000_DTE30_OTM4_Q90_MonthlyHold,35,35,
588000,OTM4,0.04,1.0,588000_DTE30_OTM4_Q100_MonthlyHold,35,35,
588000,OTM5,0.05,0.1,588000_DTE30_OTM5_Q10_MonthlyHold,35,35,
588000,OTM5,0.05,0.2,588000_DTE30_OTM5_Q20_MonthlyHold,35,35,
588000,OTM5,0.05,0.3,588000_DTE30_OTM5_Q30_MonthlyHold,35,35,
588000,OTM5,0.05,0.4,588000_DTE30_OTM5_Q40_MonthlyHold,35,35,
588000,OTM5,0.05,0.5,588000_DTE30_OTM5_Q50_MonthlyHold,35,35,
588000,OTM5,0.05,0.6,588000_DTE30_OTM5_Q60_MonthlyHold,35,35,
588000,OTM5,0.05,0.7,588000_DTE30_OTM5_Q70_MonthlyHold,35,35,
588000,OTM5,0.05,0.8,588000_DTE30_OTM5_Q80_MonthlyHold,35,35,
588000,OTM5,0.05,0.9,588000_DTE30_OTM5_Q90_MonthlyHold,35,35,
588000,OTM5,0.05,1.0,588000_DTE30_OTM5_Q100_MonthlyHold,35,35,
588000,OTM7,0.07,0.1,588000_DTE30_OTM7_Q10_MonthlyHold,35,35,
588000,OTM7,0.07,0.2,588000_DTE30_OTM7_Q20_MonthlyHold,35,35,
588000,OTM7,0.07,0.3,588000_DTE30_OTM7_Q30_MonthlyHold,35,35,
588000,OTM7,0.07,0.4,588000_DTE30_OTM7_Q40_MonthlyHold,35,35,
588000,OTM7,0.07,0.5,588000_DTE30_OTM7_Q50_MonthlyHold,35,35,
588000,OTM7,0.07,0.6,588000_DTE30_OTM7_Q60_MonthlyHold,35,35,
588000,OTM7,0.07,0.7,588000_DTE30_OTM7_Q70_MonthlyHold,35,35,
588000,OTM7,0.07,0.8,588000_DTE30_OTM7_Q80_MonthlyHold,35,35,
588000,OTM7,0.07,0.9,588000_DTE30_OTM7_Q90_MonthlyHold,35,35,
588000,OTM7,0.07,1.0,588000_DTE30_OTM7_Q100_MonthlyHold,35,35,
